               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 306,            0.012866,             0.00741,           0.0087463,             0.91212,             0.93578,             0.96373,             0.87277,           0.0049285,           0.0019756,           0.0027499,           0.0069805,           0.0069805,           0.0069805
                 307,            0.012068,           0.0074516,            0.006205,             0.90237,             0.94417,             0.96533,             0.88116,            0.005067,           0.0020053,           0.0025807,           0.0069706,           0.0069706,           0.0069706
                 308,            0.012237,           0.0075953,           0.0067885,             0.91946,             0.92013,             0.95332,             0.86139,           0.0050719,           0.0020021,           0.0025421,           0.0069607,           0.0069607,           0.0069607
                 309,            0.014126,           0.0074356,           0.0059443,             0.90112,             0.95459,             0.96692,             0.87744,           0.0048627,           0.0019296,           0.0028196,           0.0069508,           0.0069508,           0.0069508
                 310,            0.013577,           0.0076692,           0.0044566,             0.94912,             0.93386,             0.97278,             0.88805,           0.0047206,           0.0019305,           0.0023671,           0.0069409,           0.0069409,           0.0069409
                 311,              0.0132,           0.0075657,             0.00635,             0.93306,             0.93225,             0.97386,             0.89511,           0.0046383,           0.0019003,           0.0022462,            0.006931,            0.006931,            0.006931
                 312,            0.012679,           0.0077554,           0.0069009,             0.90316,             0.94825,             0.97189,             0.88777,           0.0047721,           0.0019597,           0.0023723,           0.0069211,           0.0069211,           0.0069211
                 313,            0.012523,           0.0075351,           0.0070937,             0.91417,             0.92005,             0.97106,             0.88477,           0.0047486,           0.0019581,           0.0024838,           0.0069112,           0.0069112,           0.0069112
                 314,            0.012148,           0.0074208,           0.0076012,             0.90705,             0.92615,             0.96413,             0.88229,           0.0048545,           0.0019267,           0.0028098,           0.0069013,           0.0069013,           0.0069013
                 315,            0.012401,           0.0075206,           0.0074355,             0.93251,             0.94025,             0.96438,             0.87985,           0.0049787,           0.0019108,           0.0024975,           0.0068914,           0.0068914,           0.0068914
                 316,            0.012503,           0.0074441,           0.0062059,             0.92052,             0.93189,             0.96151,             0.87091,           0.0049629,           0.0019459,           0.0024058,           0.0068815,           0.0068815,           0.0068815
                 317,             0.01264,           0.0074437,           0.0068816,             0.91759,             0.93857,              0.9623,             0.86555,           0.0050288,           0.0019806,           0.0023491,           0.0068716,           0.0068716,           0.0068716
                 318,            0.012561,           0.0073398,           0.0058302,             0.93382,             0.94723,             0.97027,             0.86947,           0.0050587,           0.0020367,           0.0020161,           0.0068617,           0.0068617,           0.0068617
                 319,            0.011825,           0.0072687,            0.005926,              0.9361,             0.93865,             0.97621,             0.88166,           0.0049057,           0.0019374,           0.0022184,           0.0068518,           0.0068518,           0.0068518
                 320,            0.013104,           0.0075325,           0.0067716,             0.92962,             0.93999,             0.97439,             0.88718,           0.0049996,           0.0019838,           0.0025891,           0.0068419,           0.0068419,           0.0068419
                 321,            0.012137,           0.0074978,           0.0055086,             0.89663,             0.96166,             0.97327,             0.88276,           0.0052193,           0.0020638,           0.0023181,            0.006832,            0.006832,            0.006832
                 322,            0.012502,           0.0072972,           0.0064314,             0.87489,             0.95149,             0.96654,             0.87957,           0.0050602,           0.0019885,            0.002815,           0.0068221,           0.0068221,           0.0068221
                 323,            0.013086,            0.007481,           0.0070909,             0.92548,              0.9318,             0.97081,             0.88462,           0.0050602,           0.0019446,           0.0025661,           0.0068122,           0.0068122,           0.0068122
                 324,            0.012336,           0.0073877,           0.0063555,             0.92416,             0.92282,              0.9664,             0.87688,           0.0050094,           0.0019576,           0.0030132,           0.0068023,           0.0068023,           0.0068023
                 325,            0.013241,             0.00763,           0.0077203,             0.92466,             0.92623,             0.95879,             0.86999,           0.0048812,           0.0018709,           0.0025918,           0.0067924,           0.0067924,           0.0067924
                 326,            0.013588,           0.0076312,           0.0078019,             0.93082,              0.9223,             0.96748,             0.87116,           0.0049695,           0.0018852,           0.0026442,           0.0067825,           0.0067825,           0.0067825
                 327,            0.012915,           0.0073553,           0.0053533,             0.91193,             0.93615,             0.96682,             0.87318,           0.0047993,            0.001905,           0.0025448,           0.0067726,           0.0067726,           0.0067726
                 328,            0.014101,           0.0075747,           0.0071407,             0.94042,             0.93901,              0.9641,             0.86776,           0.0049783,           0.0019515,           0.0024523,           0.0067627,           0.0067627,           0.0067627
                 329,            0.012107,           0.0073112,           0.0070068,             0.91933,             0.95062,             0.96565,             0.86858,           0.0049287,           0.0019863,           0.0024999,           0.0067528,           0.0067528,           0.0067528
                 330,            0.012724,           0.0073165,           0.0058196,              0.9275,              0.9545,             0.97133,             0.88373,           0.0048794,           0.0020334,           0.0021331,           0.0067429,           0.0067429,           0.0067429
                 331,             0.01284,           0.0074017,           0.0061708,             0.93406,              0.9385,             0.97509,              0.8851,           0.0047922,           0.0020405,           0.0019591,            0.006733,            0.006733,            0.006733
                 332,            0.012422,           0.0073067,           0.0068007,             0.91009,             0.94429,             0.97011,             0.87922,            0.004694,           0.0020245,           0.0021291,           0.0067231,           0.0067231,           0.0067231
                 333,            0.012507,            0.007214,           0.0055308,             0.87568,             0.96255,             0.96387,             0.87362,           0.0046209,           0.0019897,           0.0024132,           0.0067132,           0.0067132,           0.0067132
                 334,            0.013492,           0.0074203,           0.0068752,             0.90474,             0.95508,             0.97197,             0.88383,            0.004606,           0.0019766,           0.0023639,           0.0067033,           0.0067033,           0.0067033
                 335,             0.01248,           0.0074147,           0.0062928,             0.89786,             0.91296,             0.96813,             0.87874,           0.0046745,           0.0019448,           0.0034504,           0.0066934,           0.0066934,           0.0066934
                 336,            0.013097,           0.0076248,           0.0058401,             0.94439,             0.89877,             0.96263,             0.87168,           0.0047103,           0.0020239,           0.0025013,           0.0066835,           0.0066835,           0.0066835
                 337,            0.012834,            0.007446,           0.0068809,             0.92587,             0.91886,             0.96759,              0.8781,           0.0048019,           0.0020427,           0.0024884,           0.0066736,           0.0066736,           0.0066736
                 338,            0.013203,           0.0074416,           0.0066704,             0.90328,             0.94579,             0.96837,             0.87361,           0.0046948,           0.0019696,           0.0024088,           0.0066637,           0.0066637,           0.0066637
                 339,             0.01205,            0.007417,           0.0054147,             0.94539,               0.926,             0.96378,             0.87149,           0.0045838,           0.0019921,           0.0024392,           0.0066538,           0.0066538,           0.0066538
                 340,             0.01211,           0.0073387,           0.0058319,             0.90593,             0.93248,             0.96787,             0.87684,            0.004578,           0.0019874,           0.0024746,           0.0066439,           0.0066439,           0.0066439
                 341,            0.011973,           0.0074568,           0.0051953,             0.90958,             0.95808,             0.97045,             0.88411,           0.0046944,           0.0019786,           0.0021361,            0.006634,            0.006634,            0.006634
                 342,            0.013811,           0.0073588,           0.0071776,              0.8983,             0.93068,             0.96361,             0.86863,           0.0047871,           0.0019674,           0.0026607,           0.0066241,           0.0066241,           0.0066241
                 343,            0.012696,           0.0076466,           0.0079965,             0.91034,             0.93181,             0.95238,              0.8671,            0.004614,           0.0019298,           0.0029609,           0.0066142,           0.0066142,           0.0066142
                 344,            0.012319,           0.0074388,           0.0060935,             0.94254,             0.93051,             0.96553,             0.87654,           0.0046769,           0.0019507,           0.0024987,           0.0066043,           0.0066043,           0.0066043
                 345,            0.012322,           0.0074329,           0.0064082,             0.90927,              0.9484,             0.96829,             0.87432,           0.0048008,           0.0019649,            0.002541,           0.0065944,           0.0065944,           0.0065944
                 346,            0.011657,           0.0076037,           0.0070593,             0.90938,             0.91403,             0.96508,             0.86897,           0.0046881,           0.0019655,           0.0027305,           0.0065845,           0.0065845,           0.0065845
                 347,            0.012939,           0.0074868,           0.0083387,             0.91331,             0.93232,             0.96236,             0.86621,           0.0047247,           0.0020013,            0.002652,           0.0065746,           0.0065746,           0.0065746
                 348,            0.012592,           0.0077869,           0.0075656,             0.93093,             0.93801,             0.96409,             0.86907,           0.0049232,           0.0020129,           0.0025744,           0.0065647,           0.0065647,           0.0065647
                 349,            0.012828,           0.0075217,           0.0073758,             0.94652,             0.92623,             0.96841,             0.87486,           0.0049336,           0.0018951,            0.002177,           0.0065548,           0.0065548,           0.0065548
                 350,            0.012671,           0.0077803,           0.0071078,             0.94731,             0.93501,             0.96646,             0.87276,           0.0047597,           0.0018926,           0.0024624,           0.0065449,           0.0065449,           0.0065449
                 351,            0.012503,           0.0074388,            0.007102,             0.92863,             0.92005,             0.96292,             0.86779,           0.0048927,           0.0019189,           0.0030648,            0.006535,            0.006535,            0.006535
                 352,            0.012239,           0.0074148,           0.0062162,             0.93511,             0.93842,             0.96788,             0.86792,           0.0048452,           0.0019409,           0.0024079,           0.0065251,           0.0065251,           0.0065251
                 353,             0.01268,           0.0072344,           0.0070408,             0.92212,             0.94279,             0.96719,             0.86842,           0.0050699,           0.0019842,            0.002455,           0.0065152,           0.0065152,           0.0065152
                 354,            0.013151,           0.0075239,             0.00708,             0.91791,             0.94594,             0.97198,             0.88149,           0.0052083,           0.0020062,           0.0024433,           0.0065053,           0.0065053,           0.0065053
                 355,            0.012561,           0.0076765,           0.0064576,             0.92126,             0.94861,             0.97384,              0.8804,           0.0052249,            0.001996,           0.0024251,           0.0064954,           0.0064954,           0.0064954
                 356,            0.013007,           0.0072883,           0.0059213,             0.92536,             0.94314,             0.97122,             0.88069,           0.0050144,           0.0019358,           0.0024399,           0.0064855,           0.0064855,           0.0064855
                 357,            0.012398,           0.0073071,           0.0079832,             0.91739,             0.94467,             0.96667,             0.87077,           0.0048721,           0.0020105,           0.0025375,           0.0064756,           0.0064756,           0.0064756
                 358,             0.01246,           0.0071365,           0.0062216,             0.92618,             0.93835,             0.97055,             0.88356,           0.0046242,           0.0019525,           0.0028289,           0.0064657,           0.0064657,           0.0064657
                 359,             0.01351,           0.0073753,           0.0065393,             0.90755,             0.92645,             0.96682,             0.88229,           0.0046711,           0.0020294,            0.003396,           0.0064558,           0.0064558,           0.0064558
                 360,            0.011734,           0.0070645,           0.0056891,              0.8486,             0.96936,             0.97023,             0.87641,           0.0047481,           0.0020142,           0.0033545,           0.0064459,           0.0064459,           0.0064459
                 361,            0.012928,           0.0074608,           0.0068758,             0.87332,             0.93865,             0.96373,             0.87327,           0.0047904,           0.0019696,           0.0026846,            0.006436,            0.006436,            0.006436
                 362,            0.013572,           0.0070908,           0.0067095,             0.87513,             0.95077,              0.9583,             0.87548,           0.0049188,           0.0019866,            0.002651,           0.0064261,           0.0064261,           0.0064261
                 363,            0.011572,           0.0072384,           0.0049265,             0.94353,             0.94095,             0.96941,             0.88196,           0.0047626,           0.0019321,           0.0023945,           0.0064162,           0.0064162,           0.0064162
                 364,            0.012626,           0.0070169,           0.0068212,             0.92098,             0.96174,             0.97505,             0.89383,           0.0048104,           0.0019355,           0.0022267,           0.0064063,           0.0064063,           0.0064063
                 365,            0.013196,           0.0075669,           0.0074133,             0.94145,             0.92951,             0.97344,             0.88215,           0.0048456,           0.0019401,           0.0022675,           0.0063964,           0.0063964,           0.0063964
                 366,            0.012146,           0.0073907,            0.005998,             0.91243,             0.92939,             0.96834,             0.87882,           0.0048364,           0.0019027,           0.0026495,           0.0063865,           0.0063865,           0.0063865
                 367,             0.01307,           0.0073939,           0.0068658,             0.91618,              0.9202,             0.96779,             0.87836,           0.0049106,           0.0018246,           0.0028136,           0.0063766,           0.0063766,           0.0063766
                 368,            0.011182,           0.0071133,           0.0053421,              0.9239,             0.93851,             0.96739,             0.87403,           0.0051504,           0.0018374,           0.0026751,           0.0063667,           0.0063667,           0.0063667
                 369,            0.012053,           0.0072188,           0.0044358,             0.91936,             0.95285,             0.96851,             0.87897,           0.0053532,           0.0019636,           0.0021845,           0.0063568,           0.0063568,           0.0063568
                 370,            0.012552,           0.0071443,           0.0052497,             0.89903,             0.96189,             0.96469,             0.87612,           0.0052252,           0.0020182,           0.0023792,           0.0063469,           0.0063469,           0.0063469
                 371,            0.012033,           0.0075694,           0.0054128,              0.9193,             0.94597,             0.96805,             0.87728,           0.0051552,           0.0019632,           0.0026279,            0.006337,            0.006337,            0.006337
                 372,            0.012391,           0.0068719,           0.0063897,             0.92149,             0.94867,             0.96936,             0.88138,            0.005154,           0.0019686,           0.0027839,           0.0063271,           0.0063271,           0.0063271
                 373,            0.012766,           0.0072274,           0.0062478,             0.90558,             0.93884,             0.96906,              0.8796,             0.00509,           0.0019342,           0.0030692,           0.0063172,           0.0063172,           0.0063172
                 374,            0.012133,           0.0071565,           0.0065442,             0.89431,             0.96311,             0.96832,             0.87632,           0.0049686,           0.0019237,           0.0031473,           0.0063073,           0.0063073,           0.0063073
                 375,            0.011993,           0.0068989,           0.0051491,             0.91437,             0.94767,             0.96803,              0.8771,           0.0049369,           0.0020016,           0.0028363,           0.0062974,           0.0062974,           0.0062974
                 376,            0.012203,           0.0071893,           0.0064272,             0.94426,              0.9385,              0.9709,             0.87684,           0.0048536,           0.0019264,           0.0027052,           0.0062875,           0.0062875,           0.0062875
                 377,            0.011077,           0.0070548,           0.0061159,             0.92781,             0.91217,             0.96342,             0.87348,            0.004842,           0.0019474,           0.0027204,           0.0062776,           0.0062776,           0.0062776
                 378,             0.01243,           0.0071054,           0.0059821,             0.91347,             0.91388,             0.96539,             0.87879,           0.0048141,           0.0019602,           0.0034667,           0.0062677,           0.0062677,           0.0062677
                 379,            0.012447,           0.0074454,           0.0073676,             0.93566,             0.93922,             0.96582,              0.8777,           0.0048455,           0.0019973,           0.0040201,           0.0062578,           0.0062578,           0.0062578
                 380,            0.012528,           0.0072358,           0.0069106,              0.9364,             0.95084,             0.97073,              0.8811,           0.0049488,           0.0021535,           0.0028078,           0.0062479,           0.0062479,           0.0062479
                 381,             0.01258,           0.0072017,           0.0075788,             0.93672,             0.94628,              0.9738,             0.88497,           0.0048635,           0.0020484,           0.0030618,            0.006238,            0.006238,            0.006238
                 382,            0.013082,           0.0070834,           0.0074875,             0.90904,             0.92208,             0.97136,             0.87991,           0.0047433,           0.0020025,           0.0033971,           0.0062281,           0.0062281,           0.0062281
                 383,            0.012849,           0.0072812,           0.0068569,              0.8971,             0.91403,              0.9626,             0.86961,            0.004776,           0.0019451,           0.0044582,           0.0062182,           0.0062182,           0.0062182
                 384,            0.012681,           0.0073517,           0.0061081,              0.8835,             0.92096,             0.95473,             0.85932,           0.0048622,            0.001968,           0.0033941,           0.0062083,           0.0062083,           0.0062083
                 385,            0.011755,           0.0072097,           0.0061373,             0.88234,             0.92013,             0.94962,             0.86184,           0.0049966,           0.0019778,           0.0035169,           0.0061984,           0.0061984,           0.0061984
                 386,            0.012889,           0.0072292,           0.0056162,             0.90016,             0.90199,             0.95142,              0.8556,           0.0049029,           0.0020279,           0.0043708,           0.0061885,           0.0061885,           0.0061885
                 387,            0.012299,           0.0069799,           0.0060578,             0.89968,             0.90801,             0.95855,             0.87057,           0.0047956,           0.0019626,           0.0044712,           0.0061786,           0.0061786,           0.0061786
                 388,            0.013911,           0.0073887,           0.0084484,             0.91804,             0.93614,             0.96854,             0.88205,           0.0046712,           0.0019363,           0.0032625,           0.0061687,           0.0061687,           0.0061687
                 389,            0.012042,           0.0072376,           0.0055982,             0.92328,             0.94657,             0.97145,             0.88633,           0.0045839,           0.0018868,           0.0024726,           0.0061588,           0.0061588,           0.0061588
                 390,            0.012938,           0.0074602,           0.0059379,             0.87318,             0.92892,             0.96487,             0.87452,           0.0046032,           0.0018873,            0.002668,           0.0061489,           0.0061489,           0.0061489
                 391,             0.01163,           0.0072437,           0.0053926,             0.91731,             0.93067,             0.96744,             0.87815,           0.0047021,           0.0019129,           0.0024157,            0.006139,            0.006139,            0.006139
                 392,            0.011881,           0.0071535,           0.0053265,             0.91338,              0.9412,              0.9733,             0.88724,           0.0047331,           0.0019353,           0.0023172,           0.0061291,           0.0061291,           0.0061291
                 393,            0.011728,           0.0071517,           0.0067946,             0.92506,             0.93789,             0.96671,             0.87666,           0.0049181,           0.0019566,           0.0021588,           0.0061192,           0.0061192,           0.0061192
                 394,            0.011857,           0.0072206,           0.0054197,             0.91793,             0.94975,             0.96844,             0.87853,           0.0047608,           0.0018895,           0.0021442,           0.0061093,           0.0061093,           0.0061093
                 395,            0.011806,           0.0071329,           0.0043492,              0.8984,             0.95416,             0.96996,             0.87651,           0.0046362,           0.0019022,           0.0026329,           0.0060994,           0.0060994,           0.0060994
                 396,            0.011292,            0.007169,           0.0062904,             0.91264,             0.89574,             0.96753,             0.87445,           0.0047652,           0.0018948,           0.0037546,           0.0060895,           0.0060895,           0.0060895
                 397,            0.010779,           0.0070631,           0.0067846,             0.86552,              0.9711,             0.97152,              0.8779,           0.0046819,           0.0018886,            0.002635,           0.0060796,           0.0060796,           0.0060796
                 398,            0.012667,           0.0071363,           0.0056037,             0.92689,             0.93746,             0.97532,             0.88421,           0.0046027,           0.0019342,           0.0023881,           0.0060697,           0.0060697,           0.0060697
                 399,            0.013465,           0.0076196,           0.0049624,              0.9295,             0.89574,             0.96675,             0.87201,           0.0047094,           0.0019611,           0.0031046,           0.0060598,           0.0060598,           0.0060598
                 400,            0.011523,           0.0070789,           0.0050945,             0.87669,             0.91384,             0.96075,             0.86897,           0.0049081,           0.0019535,           0.0033589,           0.0060499,           0.0060499,           0.0060499
                 401,            0.012438,           0.0072283,            0.006959,             0.88066,              0.9446,             0.96119,             0.87063,           0.0048807,           0.0019189,           0.0028407,             0.00604,             0.00604,             0.00604
                 402,            0.012187,           0.0070931,           0.0051715,             0.91942,             0.91246,             0.96046,             0.86892,           0.0047772,           0.0018792,           0.0029981,           0.0060301,           0.0060301,           0.0060301
                 403,            0.012625,           0.0072731,           0.0048203,             0.90251,             0.92179,             0.96101,             0.87149,           0.0046773,           0.0018536,           0.0030186,           0.0060202,           0.0060202,           0.0060202
                 404,            0.011453,           0.0070074,           0.0046148,              0.9115,             0.93232,              0.9642,               0.877,           0.0045377,           0.0018194,            0.002746,           0.0060103,           0.0060103,           0.0060103
                 405,            0.012649,           0.0068898,            0.005307,             0.92728,             0.93225,             0.96161,             0.87414,           0.0045754,           0.0017554,           0.0030364,           0.0060004,           0.0060004,           0.0060004
                 406,             0.01187,           0.0067399,            0.005067,             0.92105,             0.91844,             0.95594,             0.87024,           0.0047239,           0.0018421,           0.0030769,           0.0059905,           0.0059905,           0.0059905
                 407,            0.013536,           0.0073089,           0.0049802,             0.90547,             0.92927,             0.95519,             0.87394,           0.0047549,           0.0018827,           0.0034619,           0.0059806,           0.0059806,           0.0059806
                 408,            0.012322,           0.0072784,           0.0067781,             0.90057,              0.9372,             0.96139,             0.87476,           0.0048371,           0.0019323,           0.0033426,           0.0059707,           0.0059707,           0.0059707
                 409,            0.011812,           0.0069836,           0.0055729,             0.91054,             0.92229,             0.96087,             0.87332,           0.0047903,           0.0019469,           0.0027096,           0.0059608,           0.0059608,           0.0059608
                 410,            0.012548,           0.0070718,           0.0047754,             0.84244,             0.95702,             0.95862,              0.8669,           0.0047268,             0.00192,           0.0033373,           0.0059509,           0.0059509,           0.0059509
                 411,             0.01297,           0.0071938,            0.005062,             0.87128,              0.8776,             0.95369,             0.86397,           0.0046737,           0.0019148,           0.0051011,            0.005941,            0.005941,            0.005941
