               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 151,            0.013961,           0.0079127,           0.0082796,             0.87663,             0.95528,             0.96579,             0.87537,           0.0049681,           0.0018748,           0.0027662,            0.008515,            0.008515,            0.008515
                 152,            0.015235,           0.0081248,           0.0093016,             0.92115,             0.93406,             0.96866,             0.86807,            0.005016,           0.0020566,           0.0026233,           0.0085051,           0.0085051,           0.0085051
                 153,            0.013894,            0.007823,           0.0072322,             0.79996,             0.92997,             0.96147,             0.85897,           0.0048967,            0.002038,           0.0043877,           0.0084952,           0.0084952,           0.0084952
                 154,            0.014636,           0.0076453,           0.0079173,             0.87256,             0.94444,             0.95398,              0.8715,           0.0053334,           0.0019276,           0.0029669,           0.0084853,           0.0084853,           0.0084853
                 155,            0.014857,           0.0078369,           0.0069454,             0.91568,             0.93842,             0.96878,             0.87577,           0.0049859,           0.0018274,           0.0026788,           0.0084754,           0.0084754,           0.0084754
                 156,            0.015005,           0.0079101,           0.0086799,             0.90855,             0.90808,              0.9642,             0.86516,           0.0048798,           0.0019708,           0.0030264,           0.0084655,           0.0084655,           0.0084655
                 157,            0.013972,           0.0081416,           0.0081745,             0.91024,             0.93237,             0.96079,             0.86821,           0.0048619,            0.001938,           0.0025628,           0.0084556,           0.0084556,           0.0084556
                 158,            0.015737,           0.0080968,            0.007276,             0.88683,              0.9306,             0.95994,             0.85415,           0.0050085,           0.0020804,           0.0028604,           0.0084457,           0.0084457,           0.0084457
                 159,            0.013834,           0.0077002,           0.0091426,             0.87453,             0.93735,             0.96538,              0.8727,           0.0048595,           0.0019873,           0.0031266,           0.0084358,           0.0084358,           0.0084358
                 160,            0.014529,           0.0078474,           0.0080059,             0.90335,             0.93248,             0.96375,             0.86973,           0.0049349,           0.0019351,           0.0031353,           0.0084259,           0.0084259,           0.0084259
                 161,            0.015808,           0.0078063,           0.0090018,             0.90027,             0.93395,             0.96499,             0.87715,           0.0049777,           0.0019132,           0.0026944,            0.008416,            0.008416,            0.008416
                 162,            0.014343,           0.0080084,           0.0081528,              0.8557,             0.93914,             0.96065,             0.86271,           0.0049131,           0.0019267,            0.003219,           0.0084061,           0.0084061,           0.0084061
                 163,            0.014793,           0.0076344,           0.0085762,              0.8847,             0.94074,             0.96632,             0.87291,           0.0053198,           0.0019626,           0.0026121,           0.0083962,           0.0083962,           0.0083962
                 164,             0.01356,           0.0077309,           0.0072461,             0.90828,             0.90741,             0.96067,             0.86303,           0.0050098,           0.0020247,           0.0029778,           0.0083863,           0.0083863,           0.0083863
                 165,            0.013755,            0.007945,           0.0088165,             0.88754,             0.92645,             0.96468,             0.87244,           0.0052991,           0.0021028,           0.0031359,           0.0083764,           0.0083764,           0.0083764
                 166,            0.015301,           0.0079298,           0.0068668,             0.91721,             0.94454,             0.96169,             0.87424,           0.0049327,           0.0018957,           0.0026298,           0.0083665,           0.0083665,           0.0083665
                 167,            0.014377,           0.0076607,           0.0081438,             0.89954,             0.93325,             0.95565,             0.86054,           0.0049982,           0.0019057,           0.0028278,           0.0083566,           0.0083566,           0.0083566
                 168,            0.014121,           0.0078049,           0.0082754,              0.8571,             0.97531,             0.96522,             0.87297,           0.0048157,           0.0018819,            0.002529,           0.0083467,           0.0083467,           0.0083467
                 169,            0.014247,           0.0080274,           0.0082819,             0.89859,             0.92857,             0.96311,             0.86324,           0.0050766,           0.0019887,           0.0034285,           0.0083368,           0.0083368,           0.0083368
                 170,            0.013622,           0.0077441,           0.0077819,             0.92196,               0.926,              0.9628,             0.86987,            0.005248,           0.0019986,           0.0026511,           0.0083269,           0.0083269,           0.0083269
                 171,            0.013507,           0.0079363,           0.0086204,             0.86687,             0.92583,             0.95674,             0.85981,           0.0052213,           0.0018989,           0.0031233,            0.008317,            0.008317,            0.008317
                 172,            0.014302,           0.0077853,           0.0091372,             0.77489,             0.96481,             0.95519,             0.85793,           0.0049868,           0.0018447,           0.0044364,           0.0083071,           0.0083071,           0.0083071
                 173,            0.015037,            0.008084,            0.007768,             0.87961,             0.92577,             0.95252,             0.85185,           0.0049442,            0.001945,           0.0030226,           0.0082972,           0.0082972,           0.0082972
                 174,            0.013994,           0.0076043,           0.0077544,             0.80148,             0.95735,             0.95944,             0.87198,           0.0047832,           0.0018128,           0.0041067,           0.0082873,           0.0082873,           0.0082873
                 175,             0.01322,           0.0077118,           0.0080272,             0.89431,             0.90808,              0.9564,             0.86025,           0.0057572,           0.0020611,           0.0034361,           0.0082774,           0.0082774,           0.0082774
                 176,             0.01389,           0.0078123,           0.0064959,             0.93051,             0.91303,             0.95718,              0.8682,           0.0045651,           0.0019062,           0.0025747,           0.0082675,           0.0082675,           0.0082675
                 177,            0.014424,           0.0075856,           0.0073816,             0.89688,             0.90762,             0.96204,              0.8675,           0.0050769,           0.0019601,           0.0029843,           0.0082576,           0.0082576,           0.0082576
                 178,            0.013499,           0.0078943,           0.0070146,             0.81519,             0.94808,             0.94975,             0.85566,           0.0051794,            0.002056,           0.0043447,           0.0082477,           0.0082477,           0.0082477
                 179,            0.014199,           0.0077765,           0.0084238,             0.91203,             0.91699,              0.9566,              0.8584,           0.0050405,           0.0020088,            0.003007,           0.0082378,           0.0082378,           0.0082378
                 180,            0.013558,           0.0077737,           0.0077621,             0.87874,             0.94955,             0.97066,             0.88613,           0.0048626,           0.0019277,           0.0033531,           0.0082279,           0.0082279,           0.0082279
                 181,            0.013845,           0.0077591,           0.0075809,             0.80019,             0.93288,             0.94811,             0.86118,           0.0049324,           0.0019705,           0.0052307,            0.008218,            0.008218,            0.008218
                 182,            0.013561,           0.0077435,           0.0083409,              0.8805,             0.92934,             0.96065,             0.86799,            0.005283,           0.0020633,           0.0036395,           0.0082081,           0.0082081,           0.0082081
                 183,            0.013752,           0.0074202,           0.0075893,             0.91004,             0.91262,             0.96697,              0.8692,           0.0052284,           0.0020629,           0.0034823,           0.0081982,           0.0081982,           0.0081982
                 184,            0.014528,           0.0077452,           0.0090492,             0.77016,             0.93293,             0.95386,             0.85061,           0.0053241,           0.0020918,           0.0060682,           0.0081883,           0.0081883,           0.0081883
                 185,            0.015877,            0.008119,           0.0085896,             0.87271,             0.93601,             0.95753,             0.86573,           0.0050794,           0.0019222,           0.0027299,           0.0081784,           0.0081784,           0.0081784
                 186,            0.013975,           0.0075529,           0.0087897,             0.87176,             0.93415,             0.95696,             0.85608,           0.0051281,           0.0019718,            0.002713,           0.0081685,           0.0081685,           0.0081685
                 187,            0.013728,            0.007975,           0.0079096,             0.87946,             0.88138,             0.95264,             0.86627,           0.0050926,           0.0018832,           0.0045627,           0.0081586,           0.0081586,           0.0081586
                 188,            0.014877,            0.007933,           0.0082122,             0.91534,             0.92362,             0.96093,             0.85873,           0.0052557,           0.0019478,           0.0026763,           0.0081487,           0.0081487,           0.0081487
                 189,            0.014895,           0.0075413,           0.0089036,             0.88225,              0.9605,             0.97065,             0.84374,           0.0058106,            0.002241,           0.0030138,           0.0081388,           0.0081388,           0.0081388
                 190,            0.013023,           0.0077072,           0.0085364,             0.89633,             0.93781,             0.96133,             0.85537,           0.0053758,           0.0020934,           0.0028058,           0.0081289,           0.0081289,           0.0081289
                 191,            0.014154,           0.0077097,           0.0094114,             0.90113,             0.90968,             0.96409,             0.87116,           0.0050737,           0.0020085,           0.0044077,            0.008119,            0.008119,            0.008119
                 192,            0.014143,           0.0075025,           0.0093717,              0.8798,             0.89184,             0.95365,             0.85575,           0.0054721,           0.0019108,           0.0038334,           0.0081091,           0.0081091,           0.0081091
                 193,            0.015692,           0.0079755,           0.0087161,              0.9008,             0.89143,             0.95818,             0.86993,           0.0057116,           0.0020395,           0.0037086,           0.0080992,           0.0080992,           0.0080992
                 194,            0.013949,           0.0076208,           0.0088497,             0.85974,              0.9263,             0.95792,             0.86527,            0.005229,           0.0019112,           0.0039423,           0.0080893,           0.0080893,           0.0080893
                 195,            0.014362,           0.0078845,           0.0080834,             0.88959,              0.9202,             0.96206,             0.86163,           0.0049205,           0.0018786,           0.0039412,           0.0080794,           0.0080794,           0.0080794
                 196,            0.014793,           0.0082031,           0.0073143,             0.86237,             0.93454,               0.966,             0.87539,            0.004807,           0.0019447,           0.0034888,           0.0080695,           0.0080695,           0.0080695
                 197,            0.013498,            0.007754,           0.0072801,             0.86162,             0.94543,             0.96434,             0.87148,           0.0048941,           0.0019641,           0.0030478,           0.0080596,           0.0080596,           0.0080596
                 198,             0.01506,           0.0079816,           0.0097958,               0.889,             0.91442,             0.95958,             0.85659,           0.0053207,           0.0019592,           0.0032736,           0.0080497,           0.0080497,           0.0080497
                 199,            0.013052,           0.0078087,           0.0074498,             0.91651,             0.87088,             0.94772,             0.84648,           0.0055823,           0.0019999,           0.0032021,           0.0080398,           0.0080398,           0.0080398
                 200,            0.014898,           0.0078084,           0.0069611,             0.88213,             0.93377,             0.96815,             0.86328,           0.0050428,           0.0020436,           0.0027699,           0.0080299,           0.0080299,           0.0080299
                 201,            0.014071,           0.0077382,           0.0088297,             0.88228,             0.95679,             0.96562,             0.86664,           0.0050022,           0.0019396,           0.0025445,             0.00802,             0.00802,             0.00802
                 202,            0.016047,           0.0079901,            0.007704,             0.92911,             0.93591,             0.96099,             0.87873,           0.0050478,           0.0017854,           0.0024077,           0.0080101,           0.0080101,           0.0080101
                 203,            0.014668,           0.0077403,           0.0085159,             0.90989,             0.92224,             0.96634,             0.87204,           0.0049936,           0.0019106,           0.0028719,           0.0080002,           0.0080002,           0.0080002
                 204,            0.014159,            0.007463,           0.0067448,               0.913,             0.94065,             0.96611,             0.87453,           0.0051083,           0.0019707,           0.0024239,           0.0079903,           0.0079903,           0.0079903
                 205,            0.013562,           0.0074544,           0.0084372,              0.8915,             0.96092,             0.96741,             0.86563,           0.0053443,           0.0021082,           0.0023863,           0.0079804,           0.0079804,           0.0079804
                 206,            0.013846,           0.0077008,           0.0080247,             0.89078,             0.94182,             0.96414,             0.87089,           0.0048555,           0.0019305,           0.0026673,           0.0079705,           0.0079705,           0.0079705
                 207,            0.014293,           0.0078864,           0.0073858,              0.8752,               0.933,              0.9568,             0.86545,           0.0050682,           0.0020246,           0.0034601,           0.0079606,           0.0079606,           0.0079606
                 208,            0.014743,           0.0077559,           0.0071084,             0.81975,             0.93872,             0.95517,             0.85813,           0.0048382,           0.0019592,           0.0032676,           0.0079507,           0.0079507,           0.0079507
                 209,            0.013585,           0.0074383,           0.0069588,             0.88686,             0.95382,             0.95449,             0.86205,           0.0048683,           0.0019574,           0.0028562,           0.0079408,           0.0079408,           0.0079408
                 210,             0.01395,            0.007605,           0.0070778,             0.91957,             0.93232,             0.95972,             0.86505,           0.0050359,           0.0019756,            0.003474,           0.0079309,           0.0079309,           0.0079309
                 211,            0.013482,           0.0076888,           0.0083302,             0.92552,             0.92623,             0.96623,             0.88382,           0.0048782,           0.0018602,           0.0022934,            0.007921,            0.007921,            0.007921
                 212,            0.013733,           0.0077822,           0.0066624,             0.92891,             0.91021,             0.96153,             0.86763,           0.0047764,           0.0019409,           0.0027408,           0.0079111,           0.0079111,           0.0079111
                 213,            0.013352,           0.0076405,           0.0089134,             0.84177,             0.89775,             0.96527,             0.87333,           0.0048775,            0.001856,           0.0044624,           0.0079012,           0.0079012,           0.0079012
                 214,            0.012972,           0.0075399,           0.0083633,              0.9291,             0.92157,             0.96783,             0.88323,           0.0046478,           0.0018383,           0.0024706,           0.0078913,           0.0078913,           0.0078913
                 215,            0.014171,           0.0075887,           0.0076985,             0.90737,             0.95843,             0.96569,             0.87874,           0.0048519,           0.0018448,           0.0024387,           0.0078814,           0.0078814,           0.0078814
                 216,            0.013652,           0.0076787,           0.0069783,             0.89813,             0.89525,             0.96256,             0.86904,           0.0047028,           0.0017822,           0.0036562,           0.0078715,           0.0078715,           0.0078715
                 217,            0.013331,            0.007519,           0.0067287,             0.91817,             0.92005,             0.95362,             0.87509,            0.004864,           0.0018635,            0.002539,           0.0078616,           0.0078616,           0.0078616
                 218,            0.014285,           0.0075913,           0.0077339,             0.91828,             0.93645,             0.96436,             0.87971,           0.0050085,           0.0019407,           0.0022006,           0.0078517,           0.0078517,           0.0078517
                 219,            0.015554,           0.0077378,            0.010715,             0.90229,             0.88482,             0.96669,             0.87413,           0.0052267,           0.0021224,           0.0027782,           0.0078418,           0.0078418,           0.0078418
                 220,             0.01312,           0.0077636,           0.0080258,             0.84921,             0.92571,             0.96893,              0.8709,           0.0050417,           0.0019407,            0.003433,           0.0078319,           0.0078319,           0.0078319
                 221,            0.013783,           0.0077666,           0.0074914,             0.82888,             0.89803,             0.96792,             0.86624,           0.0051464,           0.0018249,            0.004348,            0.007822,            0.007822,            0.007822
                 222,            0.013957,           0.0077041,           0.0074307,             0.85993,              0.9193,             0.95532,             0.86087,           0.0051702,           0.0019325,           0.0038027,           0.0078121,           0.0078121,           0.0078121
                 223,             0.01344,           0.0080649,           0.0072558,             0.87634,             0.94682,             0.95728,             0.86715,           0.0047967,           0.0019548,           0.0029715,           0.0078022,           0.0078022,           0.0078022
                 224,            0.012749,           0.0073826,           0.0057878,             0.93707,             0.94628,             0.97342,             0.88516,           0.0045528,           0.0019268,           0.0022823,           0.0077923,           0.0077923,           0.0077923
                 225,            0.014503,           0.0077126,           0.0073623,             0.92858,             0.93325,              0.9695,             0.87785,           0.0048803,           0.0018859,           0.0024209,           0.0077824,           0.0077824,           0.0077824
                 226,            0.013989,           0.0074834,           0.0066219,             0.86073,             0.91218,             0.96175,             0.87417,           0.0047952,           0.0018617,           0.0044563,           0.0077725,           0.0077725,           0.0077725
                 227,            0.014783,           0.0074302,            0.007993,             0.86098,             0.93832,             0.96166,             0.87109,           0.0046275,           0.0018737,            0.003101,           0.0077626,           0.0077626,           0.0077626
                 228,            0.013124,           0.0076618,           0.0073505,             0.92943,             0.93857,             0.97119,             0.87898,           0.0048312,            0.001864,           0.0022778,           0.0077527,           0.0077527,           0.0077527
                 229,            0.012343,            0.007801,            0.007732,             0.94012,             0.93189,             0.97316,             0.88399,           0.0049055,           0.0018798,           0.0024112,           0.0077428,           0.0077428,           0.0077428
                 230,            0.014437,           0.0076359,            0.007556,             0.92841,             0.92353,             0.97001,             0.88061,           0.0048008,           0.0018638,           0.0025954,           0.0077329,           0.0077329,           0.0077329
                 231,            0.013145,           0.0079025,           0.0074271,             0.84572,             0.97231,             0.97331,             0.87521,           0.0049443,           0.0019379,           0.0022471,            0.007723,            0.007723,            0.007723
                 232,            0.014429,           0.0077099,           0.0088692,             0.90267,             0.95694,             0.97444,             0.88527,           0.0049051,           0.0018975,           0.0021803,           0.0077131,           0.0077131,           0.0077131
                 233,            0.013893,            0.007664,            0.010208,             0.90493,             0.90433,             0.95559,             0.85983,            0.005359,           0.0020316,           0.0032049,           0.0077032,           0.0077032,           0.0077032
                 234,            0.013174,           0.0076771,           0.0080935,             0.87075,             0.93183,             0.97332,             0.88971,           0.0050401,           0.0018971,           0.0034706,           0.0076933,           0.0076933,           0.0076933
                 235,            0.013267,           0.0077612,           0.0064676,               0.918,             0.92132,             0.97388,              0.8777,           0.0049392,           0.0019415,           0.0032014,           0.0076834,           0.0076834,           0.0076834
                 236,            0.012769,           0.0073201,           0.0082755,             0.93432,             0.93877,             0.98122,             0.88936,            0.004763,           0.0018799,           0.0018904,           0.0076735,           0.0076735,           0.0076735
                 237,            0.014147,           0.0075036,           0.0084775,             0.89774,             0.91998,             0.95658,             0.86708,           0.0049551,           0.0019512,           0.0025723,           0.0076636,           0.0076636,           0.0076636
                 238,            0.013336,           0.0076823,           0.0088446,              0.9055,             0.93949,             0.97162,             0.87791,           0.0045772,           0.0018422,           0.0024973,           0.0076537,           0.0076537,           0.0076537
                 239,            0.014335,           0.0075005,           0.0080478,             0.89149,             0.94681,              0.9713,             0.86943,           0.0048542,            0.001985,           0.0027561,           0.0076438,           0.0076438,           0.0076438
                 240,             0.01335,           0.0075798,           0.0067636,             0.94565,             0.94452,             0.97137,             0.88203,           0.0047796,           0.0018795,           0.0021853,           0.0076339,           0.0076339,           0.0076339
                 241,            0.013098,            0.007851,           0.0089626,             0.86164,             0.90824,             0.96124,             0.86983,           0.0049452,           0.0018821,           0.0033611,            0.007624,            0.007624,            0.007624
                 242,            0.012277,            0.007342,           0.0060092,             0.77452,             0.92066,             0.95737,             0.85471,           0.0051594,           0.0020076,             0.00521,           0.0076141,           0.0076141,           0.0076141
                 243,            0.014265,            0.007718,           0.0088324,             0.90838,             0.92322,              0.9708,             0.87426,           0.0050437,            0.002065,           0.0022667,           0.0076042,           0.0076042,           0.0076042
                 244,            0.012879,           0.0075598,           0.0076747,             0.89869,             0.93291,             0.97109,              0.8716,           0.0050481,           0.0019572,           0.0032526,           0.0075943,           0.0075943,           0.0075943
                 245,            0.013744,            0.007937,           0.0079915,             0.92102,             0.92452,             0.97181,             0.87283,            0.005039,           0.0019738,            0.002671,           0.0075844,           0.0075844,           0.0075844
                 246,            0.014645,            0.007691,           0.0091292,             0.90336,             0.91729,             0.97507,             0.88529,            0.004988,           0.0019272,           0.0027311,           0.0075745,           0.0075745,           0.0075745
                 247,            0.013076,           0.0077591,           0.0073847,             0.86841,             0.89436,             0.97043,             0.87487,           0.0048043,           0.0018625,           0.0040373,           0.0075646,           0.0075646,           0.0075646
                 248,            0.013442,           0.0076134,           0.0076475,             0.81301,             0.96944,             0.96602,             0.87474,           0.0046592,           0.0018835,            0.004394,           0.0075547,           0.0075547,           0.0075547
                 249,            0.013604,           0.0077166,           0.0079158,             0.89831,             0.93009,             0.96205,             0.87087,           0.0046396,           0.0019506,            0.002943,           0.0075448,           0.0075448,           0.0075448
                 250,            0.013805,           0.0077129,           0.0057254,             0.89484,             0.94922,             0.96861,             0.88172,           0.0048154,           0.0019292,           0.0036609,           0.0075349,           0.0075349,           0.0075349
                 251,            0.014094,           0.0075078,           0.0071545,             0.91008,              0.9118,             0.96536,             0.87742,           0.0048773,           0.0018555,           0.0030423,            0.007525,            0.007525,            0.007525
                 252,             0.01299,            0.007988,            0.007185,             0.89912,             0.90456,             0.96554,             0.87913,           0.0048878,           0.0018789,           0.0046725,           0.0075151,           0.0075151,           0.0075151
                 253,            0.013238,            0.007594,           0.0055797,             0.89145,             0.94766,             0.96819,             0.88274,           0.0047266,           0.0018976,           0.0028839,           0.0075052,           0.0075052,           0.0075052
                 254,            0.013376,           0.0075659,           0.0082325,             0.85862,             0.97858,             0.97717,             0.88224,           0.0047843,           0.0019167,           0.0021356,           0.0074953,           0.0074953,           0.0074953
                 255,            0.013365,           0.0076207,           0.0082209,             0.88895,             0.93908,             0.96652,             0.86875,           0.0048058,           0.0019571,           0.0022473,           0.0074854,           0.0074854,           0.0074854
                 256,            0.013352,           0.0076886,           0.0086052,              0.8806,             0.93824,             0.96341,             0.86242,           0.0050782,           0.0019319,           0.0026557,           0.0074755,           0.0074755,           0.0074755
                 257,            0.013658,           0.0077706,           0.0080903,             0.89343,             0.93148,              0.9697,             0.86851,           0.0050154,            0.001954,           0.0028189,           0.0074656,           0.0074656,           0.0074656
                 258,            0.013318,           0.0077364,           0.0068248,             0.91163,             0.93872,             0.97344,             0.87966,           0.0048775,           0.0018644,           0.0033002,           0.0074557,           0.0074557,           0.0074557
                 259,            0.013211,           0.0073727,           0.0056036,             0.89902,             0.91776,             0.96229,              0.8693,            0.004843,            0.001933,           0.0029234,           0.0074458,           0.0074458,           0.0074458
                 260,            0.013695,           0.0074871,            0.006636,             0.88831,             0.94467,             0.96014,             0.86715,           0.0053212,           0.0020119,           0.0024447,           0.0074359,           0.0074359,           0.0074359
                 261,            0.014168,           0.0076896,           0.0074627,             0.90122,              0.9674,             0.97554,              0.8849,           0.0049555,           0.0018718,           0.0023823,            0.007426,            0.007426,            0.007426
                 262,            0.013097,           0.0075568,            0.006847,             0.91612,             0.94467,             0.97791,             0.88992,           0.0048305,           0.0018755,           0.0021859,           0.0074161,           0.0074161,           0.0074161
                 263,            0.013966,           0.0075035,           0.0075452,             0.88605,             0.95069,             0.96233,             0.87546,            0.005105,           0.0019351,           0.0024909,           0.0074062,           0.0074062,           0.0074062
                 264,            0.013073,           0.0073128,           0.0083075,             0.88187,             0.89114,             0.96799,             0.86926,           0.0048193,           0.0018538,            0.003707,           0.0073963,           0.0073963,           0.0073963
                 265,            0.012936,           0.0074333,           0.0069678,             0.89146,             0.92623,             0.96599,              0.8724,             0.00494,           0.0018157,           0.0035146,           0.0073864,           0.0073864,           0.0073864
                 266,             0.01229,           0.0077424,           0.0059721,             0.90164,             0.90191,             0.95854,             0.86858,           0.0049001,            0.001825,           0.0045982,           0.0073765,           0.0073765,           0.0073765
                 267,             0.01301,            0.007522,           0.0053964,             0.91176,             0.92537,             0.96372,             0.87301,           0.0050133,           0.0018592,           0.0033735,           0.0073666,           0.0073666,           0.0073666
                 268,            0.013038,           0.0072511,           0.0063907,             0.93808,             0.93842,             0.96736,             0.88129,           0.0048679,           0.0018444,            0.002326,           0.0073567,           0.0073567,           0.0073567
                 269,            0.012814,           0.0077835,           0.0080965,              0.9184,             0.92502,             0.96422,             0.87713,           0.0047453,             0.00185,           0.0037212,           0.0073468,           0.0073468,           0.0073468
                 270,            0.013622,           0.0075676,           0.0085129,              0.8877,             0.95052,             0.96311,             0.86653,            0.004831,            0.001952,           0.0028421,           0.0073369,           0.0073369,           0.0073369
                 271,            0.013681,           0.0077423,            0.007359,             0.88573,             0.94593,              0.9593,             0.86627,           0.0047199,           0.0018517,           0.0025567,            0.007327,            0.007327,            0.007327
                 272,             0.01316,           0.0074613,           0.0070198,             0.89913,             0.91921,             0.95883,              0.8678,           0.0047735,           0.0017675,           0.0032468,           0.0073171,           0.0073171,           0.0073171
                 273,            0.012774,           0.0073972,           0.0063667,             0.89597,             0.93106,             0.96067,              0.8754,              0.0048,           0.0017993,           0.0040572,           0.0073072,           0.0073072,           0.0073072
                 274,            0.012655,           0.0075932,           0.0081228,             0.91605,             0.92257,             0.96429,             0.87469,           0.0047616,           0.0017987,            0.003739,           0.0072973,           0.0072973,           0.0072973
                 275,            0.013424,            0.007777,           0.0079514,             0.91788,             0.94729,             0.97294,             0.88466,           0.0046947,           0.0018385,           0.0024923,           0.0072874,           0.0072874,           0.0072874
                 276,             0.01333,           0.0075195,           0.0075046,             0.92259,             0.91828,             0.96853,             0.87809,           0.0046759,           0.0017596,           0.0036734,           0.0072775,           0.0072775,           0.0072775
                 277,            0.013142,           0.0074787,           0.0058929,             0.92321,              0.9446,             0.97123,             0.88051,           0.0047646,           0.0018114,           0.0023559,           0.0072676,           0.0072676,           0.0072676
                 278,            0.013556,           0.0077006,           0.0082107,             0.86166,             0.96319,             0.97384,             0.88757,           0.0048097,           0.0019292,           0.0034406,           0.0072577,           0.0072577,           0.0072577
                 279,            0.012444,           0.0075704,           0.0066399,             0.85517,             0.92809,             0.95674,             0.86507,            0.004966,           0.0019174,           0.0041041,           0.0072478,           0.0072478,           0.0072478
                 280,             0.01315,           0.0075583,           0.0077579,             0.90468,             0.91994,             0.95663,             0.87334,           0.0050248,           0.0019887,           0.0030551,           0.0072379,           0.0072379,           0.0072379
                 281,            0.012135,           0.0073861,           0.0070029,             0.83155,             0.94158,             0.96846,             0.87248,           0.0049697,           0.0018752,           0.0048798,            0.007228,            0.007228,            0.007228
                 282,            0.013193,           0.0072356,           0.0073573,             0.84809,             0.96326,             0.97042,             0.88374,               0.005,           0.0018502,           0.0034703,           0.0072181,           0.0072181,           0.0072181
                 283,            0.014835,           0.0075115,           0.0077264,             0.86238,              0.9527,             0.96897,              0.8813,           0.0049146,           0.0018872,           0.0033898,           0.0072082,           0.0072082,           0.0072082
                 284,            0.012864,           0.0075628,           0.0072036,             0.84805,             0.97607,             0.97737,             0.88232,           0.0047925,            0.001884,           0.0027631,           0.0071983,           0.0071983,           0.0071983
                 285,            0.013434,           0.0073541,           0.0065317,             0.92496,             0.94636,             0.98089,             0.88927,            0.004749,           0.0018724,           0.0018586,           0.0071884,           0.0071884,           0.0071884
                 286,            0.013823,           0.0076021,           0.0079399,             0.91931,             0.89758,              0.9778,              0.8841,           0.0048235,           0.0019383,           0.0031545,           0.0071785,           0.0071785,           0.0071785
                 287,            0.013063,           0.0071996,           0.0081821,             0.90811,             0.90552,             0.95817,             0.86382,           0.0048026,           0.0019622,           0.0026898,           0.0071686,           0.0071686,           0.0071686
                 288,            0.012963,           0.0073813,             0.00538,             0.90939,             0.92638,             0.97108,             0.87771,           0.0046503,           0.0019202,           0.0023281,           0.0071587,           0.0071587,           0.0071587
                 289,            0.012471,           0.0077532,           0.0073854,             0.91535,             0.94314,             0.97745,             0.88909,           0.0047658,           0.0018176,           0.0021528,           0.0071488,           0.0071488,           0.0071488
                 290,            0.013419,           0.0074399,           0.0074598,             0.92936,              0.9277,             0.97447,              0.8886,           0.0048473,           0.0018668,           0.0023611,           0.0071389,           0.0071389,           0.0071389
                 291,            0.013577,           0.0076566,           0.0069922,             0.94416,             0.94475,             0.97693,             0.87797,           0.0049394,           0.0019605,           0.0020751,            0.007129,            0.007129,            0.007129
                 292,            0.012755,           0.0073012,           0.0065242,             0.92985,             0.93542,             0.96006,             0.87022,           0.0049766,           0.0018927,           0.0021721,           0.0071191,           0.0071191,           0.0071191
                 293,            0.012805,           0.0074982,           0.0058707,             0.86394,             0.93263,             0.96082,             0.86586,            0.005031,           0.0019495,           0.0027195,           0.0071092,           0.0071092,           0.0071092
                 294,            0.013649,           0.0077134,            0.007506,             0.94472,             0.94452,              0.9654,             0.87484,           0.0049374,           0.0019875,           0.0022694,           0.0070993,           0.0070993,           0.0070993
                 295,            0.013809,           0.0073344,           0.0084056,             0.93779,             0.91703,             0.96823,             0.88129,           0.0049912,           0.0020263,           0.0026549,           0.0070894,           0.0070894,           0.0070894
                 296,            0.012692,           0.0074777,           0.0075908,              0.8898,              0.9479,              0.9665,             0.86212,            0.005236,             0.00221,           0.0028104,           0.0070795,           0.0070795,           0.0070795
                 297,            0.011918,           0.0074983,            0.008086,             0.92097,              0.9296,             0.97038,             0.87266,           0.0051176,            0.002119,            0.002443,           0.0070696,           0.0070696,           0.0070696
                 298,            0.013149,           0.0073603,           0.0054199,             0.92244,             0.92953,             0.96975,             0.87673,           0.0049055,           0.0019448,           0.0029288,           0.0070597,           0.0070597,           0.0070597
                 299,            0.014084,           0.0075099,           0.0071758,             0.83753,             0.92957,             0.96706,             0.87069,           0.0049174,           0.0020058,           0.0036789,           0.0070498,           0.0070498,           0.0070498
                 300,              0.0119,           0.0075159,           0.0062185,             0.93031,             0.93255,             0.97099,             0.87482,           0.0049993,           0.0019656,           0.0020848,           0.0070399,           0.0070399,           0.0070399
                 301,            0.012651,           0.0074647,            0.007624,             0.89446,             0.95956,             0.96498,             0.87321,           0.0049203,           0.0019628,           0.0023185,             0.00703,             0.00703,             0.00703
                 302,            0.013341,           0.0075349,            0.006923,             0.89892,             0.95395,             0.96761,             0.87973,           0.0049364,           0.0019256,           0.0023777,           0.0070201,           0.0070201,           0.0070201
                 303,            0.013281,           0.0074489,           0.0065673,             0.91737,             0.92619,             0.96385,             0.87675,           0.0048225,           0.0018854,            0.002454,           0.0070102,           0.0070102,           0.0070102
                 304,            0.013434,           0.0075751,           0.0061736,              0.8572,              0.9158,             0.95784,             0.86427,           0.0048057,           0.0019024,           0.0034907,           0.0070003,           0.0070003,           0.0070003
                 305,             0.01215,           0.0074633,           0.0056444,             0.91551,             0.93232,              0.9606,             0.87197,           0.0048808,           0.0019594,           0.0029059,           0.0069904,           0.0069904,           0.0069904
